bathrooms,detailedType.subTypology,detailedType.typology,district,exterior,floor,has360,has3DTour,hasLift,hasPlan,hasStaging,hasVideo,highlight.groupDescription,municipality,newDevelopment,newDevelopmentFinished,numPhotos,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,parkingSpace.parkingSpacePrice,propertyType,rooms,showAddress,size,status,topPlus,floor_cat,has_neighborhood,has_Discount,terraza,atico,garaje,ascensor,espaciosa,luminoso,reformado,obra_nueva,céntrico,interior,antiguo,a_reformar,sin_ascensor,okupa,oscuro,pequeño,mal_ubicado,cercano_metro,cercano_supermercado,cercano_colegio,cercano_hospital,cercano_farmacia,cercano_mall,cercano_correos,cercano_policia,cercano_cultural,gimnasio,piscina,padel,zonas_comunes,parque,score_final,distancia_al_centro,size_per_room,amenities_score,zona_cluster
4,1,2,132,1,5.0,0,0,1,1,0,1,3,2,0,0,4,1,1,0.0,3,5,0,418.0,0,0,1,1,0,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,2.873817443704391,83.6,13,17
2,3,2,118,1,0.0,0,0,0,1,0,0,3,2,0,0,5,0,0,28000.0,2,2,1,65.0,0,0,2,1,1,0,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,15,2.6555089781452725,32.5,17,18
3,1,2,132,1,10.0,1,0,1,1,1,1,2,2,0,0,4,1,1,0.0,3,4,0,287.0,0,1,1,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,11,5.10512598044572,71.75,18,32
3,8,0,10,0,0.0,0,0,0,1,0,0,3,5,1,0,2,1,1,0.0,0,4,1,146.0,1,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,20.17647454597733,36.5,9,20
4,4,0,190,0,0.0,0,0,0,0,0,0,3,2,0,0,0,0,0,28000.0,0,5,0,158.0,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,8.653596716932245,31.6,6,0
3,8,0,87,0,0.0,0,0,0,1,0,0,0,7,0,0,4,1,1,0.0,0,4,1,194.0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,37.278028729924685,48.5,11,40
4,4,0,17,0,0.0,1,0,0,1,0,1,3,7,0,0,6,1,1,0.0,0,5,0,497.0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1,17,33.0184864725111,99.4,21,12
1,4,0,84,0,0.0,0,0,0,0,0,0,3,7,0,0,3,1,1,0.0,0,2,0,124.0,2,0,1,0,1,1,0,1,0,1,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,13,27.09607756940564,62.0,14,43
3,4,0,204,0,0.0,1,0,0,1,0,0,3,7,0,0,4,1,1,0.0,0,4,0,146.0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,7,41.15773822193148,36.5,10,12
2,1,2,109,1,6.0,0,1,1,1,0,1,1,2,0,0,6,1,1,0.0,3,3,0,112.0,0,0,1,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,19,1.7533485250717211,37.333333333333336,25,18
2,1,2,132,1,4.0,0,0,1,0,0,0,3,2,0,0,2,1,1,0.0,3,3,0,179.0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3.88010364331438,59.66666666666666,12,32
1,1,2,137,1,2.0,0,0,1,0,0,0,3,2,0,0,2,0,0,28000.0,3,3,0,66.0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,5.458374014299423,22.0,10,39
2,1,2,137,1,2.0,0,0,0,1,0,0,3,2,0,0,4,1,1,0.0,3,5,0,129.0,0,0,1,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,14,6.18684778994173,25.8,17,39
1,1,2,126,1,0.0,0,0,1,1,0,0,3,16,1,0,2,0,0,28000.0,3,2,1,72.0,1,0,2,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,44.15809866760955,36.0,14,4
2,1,2,204,1,1.0,0,0,1,0,0,0,0,31,0,0,3,1,1,0.0,3,2,0,104.0,0,0,1,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,22.26340863768873,52.0,13,25
4,4,0,20,0,0.0,0,0,0,1,0,1,1,22,1,0,3,1,1,0.0,0,5,1,158.0,1,0,1,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,10,16.87778944245419,31.6,14,46
2,1,2,101,1,7.0,1,0,1,1,0,1,3,2,0,0,4,1,1,0.0,3,3,0,170.0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,7.987472246104533,56.66666666666666,12,32
1,1,2,118,1,0.0,0,0,1,1,0,1,0,2,1,0,1,0,0,28000.0,3,2,1,73.0,1,0,2,1,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7.904506179017504,36.5,12,23
2,3,2,114,0,2.0,0,0,1,1,0,0,0,2,0,0,3,0,0,28000.0,2,2,0,150.0,0,0,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,15,2.551352061379386,75.0,17,17
2,3,2,101,1,2.0,0,0,1,1,0,0,3,2,1,0,3,0,0,28000.0,2,2,1,88.0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8.755476222639842,44.0,11,48
3,3,2,121,1,2.0,0,0,1,1,0,0,3,3,1,0,4,1,1,0.0,2,2,1,83.0,1,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,19.759765334412837,41.5,13,25
2,1,2,156,1,5.0,0,0,1,0,0,1,0,2,0,0,4,1,1,0.0,3,2,0,106.0,0,0,1,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10.36177307947662,53.0,11,48
1,1,2,119,0,1.0,0,0,0,0,0,0,3,25,0,0,2,0,0,28000.0,3,2,0,78.0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12,41.79207240480038,39.0,12,21
1,1,2,185,1,0.0,0,0,1,1,0,1,0,31,0,0,4,1,1,0.0,3,2,0,85.0,0,0,2,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,13,20.269791649291022,42.5,18,25
2,1,2,114,1,2.0,1,0,1,1,0,1,3,2,0,0,0,1,1,0.0,3,2,1,145.0,0,0,1,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,2.976574429016124,72.5,15,39
2,1,2,49,1,3.0,0,0,1,1,0,0,0,9,0,0,6,1,1,0.0,3,4,0,171.0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,7,11.560538826293044,42.75,11,0
2,1,2,223,0,4.0,0,0,1,1,0,1,0,2,0,0,2,0,0,28000.0,3,2,0,82.0,0,0,1,1,0,1,1,0,0,1,1,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,11,2.8262427638658507,41.0,14,39
2,4,0,156,0,0.0,0,0,0,1,0,0,3,2,0,0,4,1,1,0.0,0,4,0,200.0,2,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,7.923474941068743,50.0,12,10
1,1,2,156,0,0.0,0,0,0,0,0,0,3,2,0,0,1,0,0,28000.0,3,2,0,68.0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,8.932299182739127,34.0,8,48
2,1,2,126,0,1.0,0,0,1,1,0,0,3,2,0,0,2,0,0,28000.0,3,2,0,59.0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1.1522895489349958,29.5,9,17
1,4,0,64,0,0.0,0,0,0,0,0,0,3,7,0,0,3,0,0,28000.0,0,3,0,80.0,2,0,1,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,15,38.67941595806884,26.666666666666668,15,22
2,1,2,126,0,1.0,0,0,1,0,0,0,3,2,0,0,4,0,0,28000.0,3,3,1,81.0,0,0,1,1,0,1,1,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,19,0.876817620463581,27.0,20,18
4,5,2,114,1,7.0,0,0,1,1,0,0,3,2,0,0,4,1,1,0.0,4,3,0,319.0,0,0,1,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,3.462660370301978,106.33333333333331,17,39
3,4,0,212,0,0.0,1,0,0,1,0,1,0,15,0,0,4,0,0,28000.0,0,4,0,203.0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,10,36.639581590795714,50.75,13,9
1,5,2,126,1,4.0,1,0,1,1,0,1,2,2,0,0,4,0,0,28000.0,4,2,0,102.0,0,1,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,14,0.898133797824701,51.0,19,17
2,1,2,109,1,2.0,0,0,1,1,0,0,0,2,0,0,3,0,0,28000.0,3,5,0,132.0,2,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,17,2.246909759808194,26.4,20,18
3,8,0,1,0,0.0,0,0,0,0,1,0,3,7,0,0,0,1,1,0.0,0,3,1,323.0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,9,28.64955408470805,107.66666666666669,11,12
1,1,2,233,1,2.0,0,0,1,0,0,0,1,2,0,0,4,0,0,28000.0,3,3,0,81.0,0,0,1,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,17,7.98192044240244,27.0,19,10
3,1,2,126,1,1.0,0,0,1,0,0,0,0,6,0,0,3,1,1,0.0,3,3,0,135.0,0,0,1,0,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,18,37.24987542168629,45.0,21,2
1,1,2,126,1,1.0,0,0,0,0,0,0,1,2,0,0,2,0,0,28000.0,3,1,0,61.0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,8,1.1285911438944496,61.0,9,17
2,1,2,11,0,0.0,1,0,1,1,0,0,0,13,0,0,2,1,1,0.0,3,2,0,103.0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,10,27.70367543360412,51.5,14,28
2,1,2,126,1,2.0,0,0,1,0,0,1,0,32,0,0,2,0,0,28000.0,3,4,0,111.0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,11.015956035164852,27.75,4,42
2,3,2,44,1,0.0,1,0,1,1,0,1,3,22,0,0,4,1,1,0.0,2,3,0,167.0,0,0,2,0,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,15,21.37235595994648,55.66666666666666,21,49
2,8,0,204,0,0.0,0,0,0,0,0,0,0,7,0,0,4,1,1,0.0,0,4,0,180.0,0,0,1,0,1,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,16,56.51527028570834,45.0,17,19
1,1,2,118,0,1.0,0,0,0,0,0,0,3,2,0,0,2,0,0,28000.0,3,3,0,78.0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,4.416315539492137,26.0,10,23
3,1,2,223,1,11.0,0,1,1,1,0,1,3,2,0,0,4,1,1,0.0,3,4,1,173.0,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,7,4.488299195009495,43.25,13,39
2,1,2,190,1,4.0,0,0,1,0,0,0,3,2,0,0,5,0,0,28000.0,3,2,0,181.0,0,0,1,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,12,2.217209975616982,90.5,14,17
4,5,2,114,1,6.0,0,0,1,1,0,1,2,2,0,0,3,1,1,0.0,4,4,0,355.0,0,1,1,1,0,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,13,2.7784302168083306,88.75,18,39
1,1,2,126,1,6.0,0,0,1,0,0,1,3,2,0,0,3,0,0,28000.0,3,1,1,28.0,0,0,1,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,16,0.8766548091805937,28.0,19,18
3,1,0,71,0,0.0,0,0,0,0,0,0,3,7,0,0,4,1,1,0.0,0,4,0,207.0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,53.78446918880893,51.75,10,11
2,1,2,126,1,1.0,0,0,1,1,0,0,3,2,1,0,2,0,0,28000.0,3,2,1,117.0,1,0,1,1,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,17,1.3089822393298305,58.5,21,17
2,3,2,223,1,0.0,1,0,1,1,0,0,0,2,0,0,4,1,1,0.0,2,2,0,240.0,0,0,2,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,1.7328359500382298,120.0,15,18
1,1,2,15,1,2.0,0,0,1,1,0,0,3,2,1,0,5,0,0,28000.0,3,2,1,61.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.507950760787014,30.5,4,32
2,1,2,204,1,4.0,0,0,1,0,0,1,3,29,0,0,3,1,1,0.0,3,3,0,96.0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,20,10.180096734556708,32.0,24,42
1,1,2,119,1,2.0,0,0,1,0,0,0,3,25,0,0,4,0,0,28000.0,3,1,0,38.0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,16,41.96494334045311,38.0,18,21
1,1,2,126,1,1.0,0,0,1,0,0,0,0,27,0,0,2,0,0,28000.0,3,3,0,83.0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,15,17.147938326220178,27.666666666666668,17,31
2,1,2,126,1,2.0,0,0,1,1,0,0,3,2,0,0,3,0,0,28000.0,3,3,0,128.0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,1.4272908802987692,42.66666666666666,10,17
3,6,0,140,0,0.0,0,0,0,0,0,0,3,14,0,0,4,1,1,0.0,0,4,0,267.0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,13,32.76012866112428,66.75,14,6
1,1,2,15,1,2.0,0,0,1,1,0,0,3,2,1,0,5,0,0,28000.0,3,2,1,68.0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.114912619816513,34.0,5,32
4,4,0,86,0,0.0,0,0,0,1,0,1,3,24,0,0,4,1,1,0.0,0,5,0,495.0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,13,24.614906662034,99.0,16,7
1,7,2,126,0,0.0,0,0,0,0,0,1,0,2,0,0,2,0,0,28000.0,5,1,0,25.0,0,0,2,1,1,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0.8614044794807652,25.0,14,18
1,1,2,22,1,4.0,0,0,0,0,0,0,3,2,0,0,1,0,0,28000.0,3,3,0,82.0,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,13,5.053871960367997,27.33333333333333,14,23
2,1,2,133,1,3.0,0,1,1,1,0,1,1,2,0,0,4,0,0,28000.0,3,3,0,183.0,0,0,1,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,12,2.5784535296006688,61.0,17,17
1,1,2,126,0,5.0,0,0,1,0,0,0,1,2,0,0,2,0,0,28000.0,3,2,0,33.0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.8509700821725682,16.5,7,17
2,1,2,114,1,3.0,0,1,1,1,0,1,2,2,0,0,4,0,0,28000.0,3,2,0,117.0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.074569638845999,58.5,5,39
2,1,2,133,1,2.0,0,0,1,1,0,0,1,2,1,0,2,1,1,0.0,3,2,1,83.0,1,0,1,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,15,2.668543568704124,41.5,20,17
2,6,0,91,0,0.0,0,1,0,1,0,0,0,7,0,0,4,1,1,0.0,0,5,0,349.0,0,0,1,0,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,12,49.17186816873341,69.8,15,41
2,1,2,16,1,0.0,0,0,0,0,0,0,0,7,0,0,5,1,1,0.0,3,3,0,86.0,0,0,2,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,17,44.33971141642921,28.666666666666668,19,21
3,1,2,190,1,1.0,0,0,1,0,0,0,3,2,0,0,4,1,1,0.0,3,4,0,154.0,0,0,1,1,0,1,0,1,0,1,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,16,2.460058686978634,38.5,19,17
2,1,2,15,1,1.0,0,0,1,1,0,1,3,2,0,0,3,0,0,28000.0,3,4,0,127.0,2,0,1,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,9,3.407793586276729,31.75,13,17
1,7,2,220,0,0.0,0,0,1,1,0,1,0,2,0,0,2,0,0,28000.0,5,1,0,22.0,0,0,2,1,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5.08112590773673,22.0,16,34
2,4,0,103,0,0.0,1,0,0,1,0,0,3,7,0,0,0,1,1,0.0,0,3,0,160.0,0,0,1,0,0,1,0,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,19,51.39782939049454,53.333333333333336,22,36
2,8,0,147,0,0.0,0,0,0,1,0,1,3,27,0,0,2,1,1,0.0,0,4,0,180.0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,11,18.439379474521424,45.0,14,31
2,1,2,190,1,1.0,1,0,1,1,0,1,3,2,0,0,4,0,0,28000.0,3,2,0,70.0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,9,1.609409070011682,35.0,14,18
1,1,2,15,1,2.0,0,0,0,0,0,0,0,2,0,0,5,0,0,28000.0,3,3,0,63.0,0,0,1,1,0,0,0,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,18,5.595407532255605,21.0,19,32
1,1,2,114,1,3.0,0,0,0,0,0,1,0,2,0,0,3,0,0,28000.0,3,2,0,68.0,0,0,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,14,4.636964141547815,34.0,16,39
1,1,2,167,1,0.0,0,1,1,1,0,0,3,6,0,0,4,1,1,0.0,3,1,1,74.0,0,0,2,0,0,1,0,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,17,33.111678226183564,74.0,22,2
3,1,2,146,1,1.0,0,0,1,0,1,1,3,3,0,0,6,1,1,0.0,3,4,0,141.0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,13,18.350358451645263,35.25,18,46
2,1,2,182,1,0.0,0,0,1,1,0,0,3,29,1,0,2,1,1,0.0,3,3,1,103.0,1,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,18,11.001225154795902,34.333333333333336,23,42
2,1,2,156,1,4.0,0,0,1,1,0,0,0,2,0,0,4,1,1,0.0,3,2,0,92.0,0,0,1,1,0,1,0,1,1,1,1,1,0,1,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,22,9.378613558066291,46.0,26,48
4,5,2,133,1,0.0,0,0,1,0,0,1,3,2,0,0,3,0,0,28000.0,4,4,0,158.0,0,0,0,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,2.1487783512137306,39.5,7,17
1,1,2,179,1,0.0,1,0,1,0,0,0,0,2,0,0,3,0,0,28000.0,3,2,0,74.0,0,0,2,1,1,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3.8612316167854543,37.0,13,23
3,1,2,114,1,0.0,0,0,0,1,0,0,3,2,0,0,4,0,0,28000.0,3,3,0,59.0,0,0,2,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,14,4.66584472526064,19.666666666666668,16,39
4,4,0,149,0,0.0,0,1,0,1,1,1,1,19,0,0,4,1,1,0.0,0,4,0,364.0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,14,24.13481672287117,91.0,19,49
4,8,0,204,0,0.0,0,0,0,1,0,0,3,22,1,0,4,1,1,0.0,0,5,1,428.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22.703847222475478,85.6,4,49
2,1,2,218,1,1.0,0,0,1,0,0,0,0,4,0,0,4,1,1,0.0,3,3,0,103.0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,12,16.85011032145695,34.333333333333336,15,33
1,1,2,109,1,2.0,0,0,1,1,0,0,3,2,0,0,3,0,0,28000.0,3,3,0,67.0,2,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,12,2.2266475133027046,22.33333333333333,15,18
1,7,2,126,0,1.0,0,0,1,0,0,0,3,2,0,0,6,0,0,28000.0,5,1,0,55.0,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0.7773047899758272,55.0,14,18
3,8,0,204,0,0.0,0,0,0,1,1,1,0,16,0,0,4,1,1,0.0,0,5,0,243.0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,44.83449534111912,48.6,7,4
2,1,2,114,1,1.0,0,0,1,1,0,0,3,2,0,0,4,1,1,0.0,3,5,0,510.0,0,0,1,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2.8177532236764944,102.0,14,39
1,1,2,126,1,3.0,0,0,0,0,0,0,0,2,0,0,3,0,0,28000.0,3,1,0,47.0,2,0,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,18,1.0976179752062696,47.0,19,18
1,8,0,235,0,0.0,0,0,0,0,0,0,3,0,0,0,3,0,0,28000.0,0,4,1,70.0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,18,38.821987408189536,17.5,18,47
2,5,2,114,1,6.0,0,0,1,1,0,0,0,2,0,0,2,0,0,28000.0,4,2,1,86.0,0,0,1,1,0,1,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,3.411778036794644,43.0,10,39
