bathrooms,detailedType.subTypology,detailedType.typology,district,exterior,floor,has360,has3DTour,hasLift,hasPlan,hasStaging,hasVideo,highlight.groupDescription,municipality,newDevelopment,newDevelopmentFinished,numPhotos,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,parkingSpace.parkingSpacePrice,propertyType,rooms,showAddress,size,status,topPlus,floor_cat,has_neighborhood,has_Discount,terraza,atico,garaje,ascensor,espaciosa,luminoso,reformado,obra_nueva,céntrico,interior,antiguo,a_reformar,sin_ascensor,okupa,oscuro,pequeño,mal_ubicado,cercano_metro,cercano_supermercado,cercano_colegio,cercano_hospital,cercano_farmacia,cercano_mall,cercano_correos,cercano_policia,cercano_cultural,gimnasio,piscina,padel,zonas_comunes,parque,score_final,distancia_al_centro,size_per_room,amenities_score,zona_cluster
2,1,2,150,1,0.0,0,0,1,1,0,0,3,31,1,0,2,1,1,0.0,3,3,1,197.0,1,0,2,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,12,26.987881166497004,65.66666666666667,17,27
1,2,1,204,0,0.0,0,0,0,0,0,0,3,7,0,0,3,1,1,0.0,1,2,0,130.0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,13,44.79873106121985,65.0,14,40
4,4,0,204,0,0.0,0,0,0,0,0,1,0,7,0,0,6,1,1,0.0,0,3,0,243.0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,10,61.848640866448605,81.0,12,30
1,7,2,109,0,0.0,0,0,1,1,0,0,3,2,0,0,2,0,0,28000.0,5,1,0,35.0,0,0,2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2.491935223260482,35.0,8,18
4,1,2,114,1,5.0,0,0,0,0,0,0,3,2,0,0,3,0,0,28000.0,3,4,0,215.0,2,0,1,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2.9405838915192968,53.75,6,39
3,4,0,26,0,0.0,1,1,0,1,0,1,0,15,0,0,6,0,0,28000.0,0,4,0,250.0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,15,40.72426630713572,62.5,19,9
2,3,2,126,1,2.0,0,0,1,0,0,1,3,2,0,0,4,1,0,70000.0,2,2,0,157.0,0,0,1,1,0,1,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1.067955360434505,78.5,20,17
1,4,0,104,0,0.0,0,0,0,0,0,0,3,7,0,0,4,1,1,0.0,0,2,1,166.0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,18,49.4276052705203,83.0,19,1
2,1,2,126,1,3.0,1,0,1,1,0,1,3,2,0,0,3,0,0,28000.0,3,2,0,129.0,0,0,1,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,15,0.6958400159891245,64.5,20,18
3,1,2,126,1,5.0,0,1,1,1,1,1,1,2,0,0,4,0,0,28000.0,3,5,0,197.0,2,0,1,1,0,1,0,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,14,1.5820753559011038,39.4,20,17
1,1,2,114,0,0.0,0,0,1,1,0,0,3,2,0,0,4,0,0,28000.0,3,1,0,73.0,0,0,5,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,5,3.578594352840589,73.0,7,39
3,6,0,12,0,0.0,0,0,0,0,0,0,0,13,0,0,4,1,1,0.0,0,5,0,225.0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,6,25.83893219466096,45.0,7,28
2,5,2,170,1,5.0,0,0,1,0,0,0,1,8,0,0,4,1,1,0.0,4,3,0,103.0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,8,21.430380515504016,34.333333333333336,11,5
3,1,2,15,1,6.0,0,0,1,1,0,0,0,2,0,0,4,0,0,28000.0,3,2,0,116.0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,13,4.127167727406228,58.0,16,32
2,1,2,150,1,2.0,0,0,1,0,0,0,3,31,0,0,4,1,1,0.0,3,2,0,118.0,0,0,1,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,27.142321381406614,59.0,12,27
4,1,2,114,1,2.0,0,0,1,1,0,0,3,2,0,0,5,0,0,28000.0,3,3,0,155.0,0,0,1,1,0,1,1,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,2.7931902426234614,51.66666666666666,14,39
4,4,0,226,0,0.0,0,0,0,0,0,1,3,7,0,0,4,0,0,28000.0,0,5,0,500.0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,44.15172020800894,100.0,11,14
4,4,0,21,0,0.0,0,0,0,0,0,0,3,9,0,0,1,1,1,0.0,0,5,0,158.0,0,0,1,1,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,12,15.07483529703502,31.6,13,46
1,1,2,126,1,0.0,1,0,1,1,0,1,3,2,0,0,3,0,0,28000.0,3,2,0,72.0,0,0,2,1,0,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,17,1.2256226147971023,36.0,22,17
2,1,2,101,1,1.0,1,0,1,0,0,1,1,2,0,0,4,1,1,0.0,3,3,0,130.0,0,0,1,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,1,1,24,9.98591779279861,43.333333333333336,29,48
1,1,2,126,1,1.0,0,0,1,0,0,0,3,2,0,0,3,0,0,28000.0,3,3,0,97.0,2,0,1,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,14,0.8943604372991695,32.333333333333336,16,18
4,6,0,202,0,0.0,1,0,0,1,0,1,3,16,0,0,4,1,1,0.0,0,4,0,231.0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,14,45.37097782370425,57.75,18,4
4,4,0,86,0,0.0,0,1,0,1,0,1,1,24,0,0,4,1,1,0.0,0,5,0,158.0,0,0,1,0,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,15,25.33555147601955,31.6,19,7
1,1,2,126,1,0.0,0,0,0,0,0,0,3,27,0,0,1,0,0,28000.0,3,2,0,79.0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,17.555943431561822,39.5,5,31
2,5,2,34,1,0.0,0,0,1,1,0,0,3,2,1,0,4,1,1,0.0,4,3,1,120.0,1,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,13,15.339088676502424,40.0,18,45
3,3,2,126,1,3.0,0,0,1,1,0,1,0,2,0,0,0,0,0,28000.0,2,2,0,97.0,0,0,1,1,0,1,1,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0.7543442815237286,48.5,10,18
2,1,2,205,1,2.0,0,0,1,1,0,0,3,8,1,0,2,1,1,0.0,3,3,1,102.0,1,0,1,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,11,21.71053651357619,34.0,16,5
3,2,1,204,0,0.0,0,0,0,0,0,0,0,7,0,0,4,0,0,28000.0,1,5,0,350.0,0,0,1,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,0,1,0,25,49.84048234767634,70.0,25,40
2,1,2,126,1,4.0,1,0,1,1,1,1,0,2,0,0,4,0,0,28000.0,3,3,0,171.0,2,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0.5368144978988129,57.0,9,18
3,8,0,10,0,0.0,0,0,0,1,0,0,3,5,1,0,2,1,1,0.0,0,3,1,146.0,1,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,20.17647454597733,48.66666666666666,9,20
1,1,2,126,0,2.0,0,0,1,0,1,1,0,2,0,0,2,0,0,28000.0,3,2,0,50.0,0,0,1,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,18,0.9571410911893692,25.0,21,18
1,1,2,118,1,5.0,0,0,0,0,0,1,3,2,0,0,3,0,0,28000.0,3,3,0,76.0,0,0,1,1,0,1,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,12,6.055200591789567,25.33333333333333,14,23
2,4,0,8,0,0.0,0,0,0,0,0,0,1,9,0,0,4,1,1,0.0,0,3,0,175.0,0,0,1,1,0,1,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,22,8.668323969072286,58.333333333333336,23,0
2,1,2,114,1,2.0,0,0,1,1,0,0,3,2,0,0,1,0,0,28000.0,3,3,0,97.0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,2.5911500830239342,32.333333333333336,14,39
4,4,0,71,0,0.0,0,0,0,0,0,0,3,7,0,0,6,1,1,0.0,0,5,0,249.0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,14,54.00434681888487,49.8,15,11
1,1,2,15,1,2.0,0,1,0,1,0,1,0,2,0,0,2,0,0,28000.0,3,1,0,90.0,0,0,1,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,20,4.9915678430475685,90.0,24,32
1,1,2,118,1,4.0,0,1,0,1,0,1,0,2,0,0,3,0,0,28000.0,3,2,0,49.0,2,0,1,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,17,3.9231707897123824,24.5,21,23
1,1,2,126,1,3.0,0,0,1,0,0,0,3,27,0,0,3,0,0,28000.0,3,3,0,80.0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,14,17.47292695159148,26.666666666666668,16,31
4,4,0,176,0,0.0,1,0,0,0,0,1,3,31,0,0,4,1,1,0.0,0,5,0,295.0,0,0,1,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,13,26.297833341107022,59.0,16,27
3,4,0,190,0,0.0,0,1,0,1,0,0,3,2,0,0,0,1,1,0.0,0,4,0,201.0,2,0,1,1,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,9,9.520694930882405,50.25,12,0
1,4,0,204,0,0.0,0,0,0,0,0,1,3,7,0,0,6,1,1,0.0,0,1,0,48.0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,11,40.6603288375809,48.0,13,12
2,1,2,133,1,3.0,0,0,1,0,0,1,3,2,0,0,4,0,0,28000.0,3,2,0,90.0,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,2.133735030699636,45.0,12,17
2,1,2,220,1,3.0,1,0,1,1,0,0,3,2,0,0,3,0,0,28000.0,3,3,0,99.0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,9,7.57446311784617,33.0,13,34
2,5,2,126,1,4.0,0,0,1,1,0,0,3,2,0,0,4,1,1,0.0,4,3,1,120.0,0,0,1,1,0,1,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,17,0.8600883343798756,40.0,21,18
4,4,0,196,0,0.0,0,1,0,1,1,1,0,23,0,0,4,1,1,0.0,0,5,0,540.0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,10,45.57723299176612,108.0,15,21
2,1,2,200,1,0.0,1,0,1,1,0,0,3,5,0,0,0,1,1,0.0,3,2,0,173.0,0,0,2,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,19,21.379119690512297,86.5,24,20
2,1,2,220,1,0.0,0,0,0,1,0,0,3,2,1,0,5,0,0,28000.0,3,1,1,51.0,1,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5.151347794773546,51.0,12,34
2,1,2,204,1,1.0,1,0,1,1,0,1,1,29,0,0,3,1,1,0.0,3,4,0,100.0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,17,10.237046555044532,25.0,23,42
4,4,0,188,0,0.0,0,0,0,1,0,0,3,31,0,0,3,1,1,0.0,0,5,0,472.0,2,0,1,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,15,29.318532374861483,94.4,17,27
1,1,2,233,1,3.0,1,0,1,1,0,1,3,2,0,0,4,0,0,28000.0,3,3,0,124.0,0,0,1,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,1,1,23,9.44447417258063,41.333333333333336,28,10
2,1,2,200,1,6.0,0,0,1,1,0,1,3,5,1,0,2,1,1,0.0,3,3,1,215.0,1,0,1,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,13,21.77221607282813,71.66666666666667,19,20
3,1,2,15,1,3.0,0,1,1,1,0,1,1,2,0,0,4,1,1,0.0,3,3,0,160.0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,6.433233305497046,53.333333333333336,11,32
2,1,2,22,1,5.0,0,1,1,1,0,1,1,2,0,0,3,1,1,0.0,3,3,0,137.0,0,0,1,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,22,5.518482115542676,45.66666666666666,28,23
2,1,2,133,1,5.0,0,0,1,0,0,0,0,2,0,0,3,1,1,0.0,3,3,0,186.0,2,0,1,1,0,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,2.3989218106361343,62.0,14,17
2,5,2,167,1,4.0,0,0,1,1,0,0,3,6,1,0,5,1,1,0.0,4,3,1,248.0,1,0,1,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,10,33.285391319492405,82.66666666666667,15,2
1,5,2,114,1,6.0,1,0,1,1,1,1,1,2,0,0,0,0,0,28000.0,4,2,0,74.0,0,0,1,1,0,1,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,3.7247389226829264,37.0,16,39
1,7,2,126,0,3.0,0,0,0,0,0,0,3,19,0,0,2,0,0,28000.0,5,1,0,30.0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,22.92505064619979,30.0,4,20
1,1,2,133,1,4.0,0,0,1,1,0,0,1,2,1,0,3,0,0,28000.0,3,1,0,75.0,1,0,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,9,2.2318624205824,75.0,13,17
1,1,2,223,0,0.0,1,0,1,1,0,1,0,2,0,0,3,0,0,28000.0,3,3,0,89.0,0,0,2,1,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,10,2.990099612806666,29.666666666666668,14,39
2,1,2,116,1,2.0,0,0,1,0,0,0,0,8,0,0,3,0,0,28000.0,3,4,0,135.0,0,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,14,21.043393330585328,33.75,16,5
2,8,0,82,0,0.0,0,0,0,0,0,1,0,7,0,0,2,0,0,28000.0,0,3,0,135.0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,60.26115740885375,45.0,10,29
4,1,2,114,1,4.0,0,0,1,1,0,0,3,2,0,0,3,0,0,28000.0,3,3,0,415.0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,15,2.300984416425866,138.33333333333334,18,17
3,6,0,10,0,0.0,0,0,0,1,0,0,3,5,1,0,5,1,1,0.0,0,3,1,261.0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,20.258679033717893,87.0,8,20
1,1,2,190,1,3.0,0,0,1,0,0,1,1,2,0,0,4,0,0,28000.0,3,3,0,78.0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,3.3786861554272725,26.0,7,17
1,1,2,109,1,3.0,0,1,1,1,0,1,1,2,0,0,6,0,0,28000.0,3,5,0,131.0,2,0,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2.518672010447873,26.2,11,18
2,1,2,190,1,1.0,0,0,1,1,0,0,3,2,0,0,0,0,0,28000.0,3,5,0,227.0,2,0,1,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,17,2.5507521132043305,45.4,20,17
1,1,2,220,1,5.0,0,0,1,0,0,1,3,2,0,0,5,0,0,28000.0,3,2,0,40.0,0,0,1,1,0,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,17,5.420258966208921,20.0,20,34
2,1,2,220,1,6.0,0,0,1,0,0,0,3,2,0,0,2,0,0,28000.0,3,3,0,95.0,2,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,7,7.722470378479965,31.666666666666668,9,34
4,4,0,58,0,0.0,0,1,0,1,1,1,2,9,0,0,4,1,1,0.0,0,5,0,158.0,0,1,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,7,13.060241157124258,31.6,12,0
2,1,2,114,1,6.0,0,1,1,1,1,1,2,2,0,0,3,0,0,28000.0,3,2,0,98.0,0,1,1,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,14,3.4553162361559533,49.0,20,39
3,1,2,126,1,2.0,0,0,1,0,0,1,3,2,0,0,4,0,0,28000.0,3,4,0,438.0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0.801697473150373,109.5,8,18
3,1,2,114,1,2.0,1,0,1,1,0,1,1,2,0,0,4,1,1,0.0,3,3,0,219.0,0,0,1,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,13,3.139508253961423,73.0,19,39
1,5,2,126,1,4.0,0,0,1,1,0,1,2,2,0,0,4,0,0,28000.0,4,2,0,108.0,0,1,1,1,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1.133303216374144,54.0,8,18
4,1,2,114,1,6.0,0,0,1,0,0,0,0,2,0,0,2,1,1,0.0,3,3,0,207.0,0,0,1,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,3.238840956872042,69.0,9,39
2,1,2,223,1,1.0,0,0,1,0,0,0,3,2,0,0,5,0,0,28000.0,3,2,0,83.0,0,0,1,1,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3.1869101352436355,41.5,15,39
1,1,2,118,1,1.0,0,1,0,1,0,0,1,2,0,0,3,0,0,28000.0,3,3,0,81.0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,17,4.619837934118981,27.0,20,23
4,4,0,106,0,0.0,0,0,0,0,0,0,3,7,0,0,4,1,1,0.0,0,5,0,394.0,2,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,17,53.84138007148698,78.8,18,44
4,4,0,204,0,0.0,0,0,0,1,0,1,0,14,0,0,0,1,1,0.0,0,5,0,415.0,0,0,1,0,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,15,31.467864885844005,83.0,18,6
4,8,0,114,0,0.0,0,0,0,0,0,0,1,2,0,0,4,0,0,28000.0,0,5,0,297.0,0,0,1,1,0,1,0,0,0,1,0,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,10,4.602639826019712,59.4,10,39
1,1,2,133,1,5.0,0,1,1,1,0,1,2,2,0,0,4,0,0,28000.0,3,3,0,85.0,2,1,1,1,1,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2.020214198201447,28.33333333333333,13,17
2,1,2,132,1,3.0,1,0,1,1,0,0,1,2,0,0,4,0,0,28000.0,3,3,0,90.0,2,0,1,1,1,1,0,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,19,5.134517674173252,30.0,23,32
1,1,2,114,1,2.0,0,0,1,0,0,1,1,2,0,0,4,0,0,28000.0,3,1,0,67.0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,14,4.4107555870075545,67.0,17,39
2,4,0,99,0,0.0,0,0,0,0,0,0,3,7,0,0,2,1,1,0.0,0,5,0,200.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.06163182928599,40.0,1,37
2,5,2,34,1,0.0,0,0,1,1,0,0,3,2,1,0,2,1,1,0.0,4,3,1,230.0,1,0,0,1,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,15.29619639477736,76.66666666666667,16,45
2,1,2,34,1,2.0,0,0,1,1,0,0,3,2,1,0,3,1,1,0.0,3,2,1,82.0,1,0,1,1,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,19,16.371642527508218,41.0,24,45
2,1,2,211,1,1.0,1,0,1,1,0,1,0,25,0,0,3,1,1,0.0,3,4,0,110.0,0,0,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,21,41.16821180197878,27.5,27,21
4,3,2,114,1,5.0,0,0,1,1,0,0,1,2,1,0,2,1,1,0.0,2,3,1,290.0,1,0,1,1,0,1,0,1,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,14,3.620203871660752,96.66666666666669,19,39
3,1,2,114,1,2.0,1,0,1,1,0,1,1,2,0,0,4,0,0,28000.0,3,3,0,192.0,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,3.4160972752138816,64.0,12,39
1,1,2,42,1,4.0,0,0,0,0,0,0,0,2,0,0,3,0,0,28000.0,3,2,0,62.0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,11,8.182099065571764,31.0,12,42
4,4,0,17,0,0.0,0,1,0,1,0,1,0,7,0,0,6,1,1,0.0,0,5,0,339.0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,17,33.49243039189394,67.8,21,12
1,1,2,179,1,0.0,1,0,0,1,0,1,3,2,0,0,2,0,0,28000.0,3,2,0,59.0,0,0,2,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,9,3.9264337335370585,29.5,13,23
1,1,2,126,0,0.0,1,0,0,1,0,1,3,2,0,0,4,0,0,28000.0,3,1,0,29.0,0,0,2,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,13,1.283435533992676,29.0,16,18
1,1,2,107,1,2.0,0,0,0,0,1,1,0,1,0,0,3,0,0,28000.0,3,3,0,76.0,2,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,7,15.899827935223108,25.33333333333333,10,38
